image_id,source_video,scene_id,frame_no,timestamp_s,split,width,height,lighting,weather,occlusion_level,blur_score,blur_level,brightness,contrast,motion_score,n_objects,classes,image_path,label_path
scene10_camA_f000375,scene10_camA.mp4,scene10,375,12.5,train,960,540,night,unknown,unknown,331.98,sharp,16.36,4.8,2.83,2,bus;person,data/frames/scene10_camA/scene10_camA_f000375.jpg,data/labels/scene10_camA/scene10_camA_f000375.txt
scene10_camA_f000390,scene10_camA.mp4,scene10,390,13.0,train,960,540,night,unknown,unknown,272.41,sharp,16.44,5.36,3.09,3,bus;person,data/frames/scene10_camA/scene10_camA_f000390.jpg,data/labels/scene10_camA/scene10_camA_f000390.txt
scene10_camA_f000405,scene10_camA.mp4,scene10,405,13.5,train,960,540,night,unknown,unknown,278.03,sharp,16.33,5.27,2.99,2,bus;person,data/frames/scene10_camA/scene10_camA_f000405.jpg,data/labels/scene10_camA/scene10_camA_f000405.txt
scene10_camA_f000420,scene10_camA.mp4,scene10,420,14.0,train,960,540,night,unknown,unknown,363.53,sharp,16.39,5.27,3.05,2,bus;person,data/frames/scene10_camA/scene10_camA_f000420.jpg,data/labels/scene10_camA/scene10_camA_f000420.txt
scene10_camA_f000435,scene10_camA.mp4,scene10,435,14.5,train,960,540,night,unknown,unknown,290.62,sharp,16.32,5.13,2.96,2,bus;person,data/frames/scene10_camA/scene10_camA_f000435.jpg,data/labels/scene10_camA/scene10_camA_f000435.txt
scene11_camA_f000000,scene11_camA.mp4,scene11,0,0.0,train,960,540,day,unknown,unknown,49.61,sharp,110.58,34.23,0.0,5,bus;person,data/frames/scene11_camA/scene11_camA_f000000.jpg,data/labels/scene11_camA/scene11_camA_f000000.txt
scene11_camA_f000015,scene11_camA.mp4,scene11,15,0.5,train,960,540,day,unknown,unknown,65.84,sharp,111.21,35.7,11.5,5,bus;person,data/frames/scene11_camA/scene11_camA_f000015.jpg,data/labels/scene11_camA/scene11_camA_f000015.txt
scene11_camA_f000030,scene11_camA.mp4,scene11,30,1.0,train,960,540,day,unknown,unknown,66.64,sharp,111.75,37.27,10.96,8,bus;person,data/frames/scene11_camA/scene11_camA_f000030.jpg,data/labels/scene11_camA/scene11_camA_f000030.txt
scene11_camA_f000045,scene11_camA.mp4,scene11,45,1.5,train,960,540,day,unknown,unknown,63.39,sharp,112.6,38.81,12.24,8,bus;person,data/frames/scene11_camA/scene11_camA_f000045.jpg,data/labels/scene11_camA/scene11_camA_f000045.txt
scene11_camA_f000060,scene11_camA.mp4,scene11,60,2.0,train,960,540,day,unknown,unknown,64.58,sharp,113.28,39.91,13.39,8,bus;person,data/frames/scene11_camA/scene11_camA_f000060.jpg,data/labels/scene11_camA/scene11_camA_f000060.txt
scene11_camA_f000075,scene11_camA.mp4,scene11,75,2.5,train,960,540,day,unknown,unknown,66.03,sharp,113.65,41.04,14.67,9,bus;person,data/frames/scene11_camA/scene11_camA_f000075.jpg,data/labels/scene11_camA/scene11_camA_f000075.txt
scene11_camA_f000090,scene11_camA.mp4,scene11,90,3.0,train,960,540,day,unknown,unknown,66.95,sharp,113.44,41.21,15.62,9,bus;person,data/frames/scene11_camA/scene11_camA_f000090.jpg,data/labels/scene11_camA/scene11_camA_f000090.txt
scene11_camA_f000105,scene11_camA.mp4,scene11,105,3.5,train,960,540,day,unknown,unknown,66.71,sharp,113.79,39.9,14.87,7,bus;person,data/frames/scene11_camA/scene11_camA_f000105.jpg,data/labels/scene11_camA/scene11_camA_f000105.txt
scene11_camA_f000120,scene11_camA.mp4,scene11,120,4.0,train,960,540,day,unknown,unknown,67.29,sharp,113.89,38.88,13.1,7,bus;person,data/frames/scene11_camA/scene11_camA_f000120.jpg,data/labels/scene11_camA/scene11_camA_f000120.txt
scene11_camA_f000135,scene11_camA.mp4,scene11,135,4.5,train,960,540,day,unknown,unknown,67.85,sharp,114.12,37.53,11.39,6,bus;person,data/frames/scene11_camA/scene11_camA_f000135.jpg,data/labels/scene11_camA/scene11_camA_f000135.txt
scene11_camA_f000150,scene11_camA.mp4,scene11,150,5.0,train,960,540,day,unknown,unknown,71.21,sharp,114.42,37.05,10.99,5,bus;person,data/frames/scene11_camA/scene11_camA_f000150.jpg,data/labels/scene11_camA/scene11_camA_f000150.txt
scene11_camA_f000165,scene11_camA.mp4,scene11,165,5.5,train,960,540,day,unknown,unknown,71.56,sharp,114.34,37.02,10.26,7,bus;person,data/frames/scene11_camA/scene11_camA_f000165.jpg,data/labels/scene11_camA/scene11_camA_f000165.txt
scene11_camA_f000180,scene11_camA.mp4,scene11,180,6.0,train,960,540,day,unknown,unknown,69.89,sharp,112.96,38.11,11.59,7,bus;person,data/frames/scene11_camA/scene11_camA_f000180.jpg,data/labels/scene11_camA/scene11_camA_f000180.txt
scene11_camA_f000195,scene11_camA.mp4,scene11,195,6.5,train,960,540,day,unknown,unknown,63.49,sharp,112.15,39.22,12.81,7,bus;person,data/frames/scene11_camA/scene11_camA_f000195.jpg,data/labels/scene11_camA/scene11_camA_f000195.txt
scene11_camA_f000210,scene11_camA.mp4,scene11,210,7.0,train,960,540,day,unknown,unknown,61.29,sharp,112.04,40.27,13.93,7,bus;person,data/frames/scene11_camA/scene11_camA_f000210.jpg,data/labels/scene11_camA/scene11_camA_f000210.txt
scene11_camA_f000225,scene11_camA.mp4,scene11,225,7.5,train,960,540,day,unknown,unknown,63.38,sharp,112.89,41.29,15.06,8,bus;person,data/frames/scene11_camA/scene11_camA_f000225.jpg,data/labels/scene11_camA/scene11_camA_f000225.txt
scene11_camA_f000240,scene11_camA.mp4,scene11,240,8.0,train,960,540,day,unknown,unknown,65.24,sharp,113.13,41.54,16.25,8,bus;person,data/frames/scene11_camA/scene11_camA_f000240.jpg,data/labels/scene11_camA/scene11_camA_f000240.txt
scene11_camA_f000255,scene11_camA.mp4,scene11,255,8.5,train,960,540,day,unknown,unknown,65.8,sharp,113.35,41.66,17.01,8,bus;person,data/frames/scene11_camA/scene11_camA_f000255.jpg,data/labels/scene11_camA/scene11_camA_f000255.txt
scene11_camA_f000270,scene11_camA.mp4,scene11,270,9.0,train,960,540,day,unknown,unknown,62.99,sharp,112.82,41.19,16.47,8,bus;person,data/frames/scene11_camA/scene11_camA_f000270.jpg,data/labels/scene11_camA/scene11_camA_f000270.txt
scene11_camA_f000285,scene11_camA.mp4,scene11,285,9.5,train,960,540,day,unknown,unknown,61.96,sharp,112.9,39.22,14.5,7,bus;person,data/frames/scene11_camA/scene11_camA_f000285.jpg,data/labels/scene11_camA/scene11_camA_f000285.txt
scene11_camA_f000300,scene11_camA.mp4,scene11,300,10.0,train,960,540,day,unknown,unknown,63.31,sharp,113.27,37.21,12.32,5,bus;person,data/frames/scene11_camA/scene11_camA_f000300.jpg,data/labels/scene11_camA/scene11_camA_f000300.txt
scene11_camA_f000315,scene11_camA.mp4,scene11,315,10.5,train,960,540,day,unknown,unknown,62.83,sharp,113.22,35.63,9.9,4,bus;person,data/frames/scene11_camA/scene11_camA_f000315.jpg,data/labels/scene11_camA/scene11_camA_f000315.txt
scene11_camA_f000330,scene11_camA.mp4,scene11,330,11.0,train,960,540,day,unknown,unknown,68.11,sharp,114.04,33.8,8.02,3,bus;person,data/frames/scene11_camA/scene11_camA_f000330.jpg,data/labels/scene11_camA/scene11_camA_f000330.txt
scene11_camA_f000345,scene11_camA.mp4,scene11,345,11.5,train,960,540,day,unknown,unknown,71.03,sharp,113.97,33.29,6.42,2,bus;person,data/frames/scene11_camA/scene11_camA_f000345.jpg,data/labels/scene11_camA/scene11_camA_f000345.txt
scene11_camA_f000360,scene11_camA.mp4,scene11,360,12.0,train,960,540,day,unknown,unknown,70.99,sharp,113.72,32.98,6.0,2,bus;person,data/frames/scene11_camA/scene11_camA_f000360.jpg,data/labels/scene11_camA/scene11_camA_f000360.txt
scene11_camA_f000375,scene11_camA.mp4,scene11,375,12.5,train,960,540,day,unknown,unknown,71.53,sharp,113.88,33.74,6.64,3,bus;person,data/frames/scene11_camA/scene11_camA_f000375.jpg,data/labels/scene11_camA/scene11_camA_f000375.txt
scene11_camA_f000390,scene11_camA.mp4,scene11,390,13.0,train,960,540,day,unknown,unknown,70.14,sharp,113.61,34.93,7.77,4,bus;person,data/frames/scene11_camA/scene11_camA_f000390.jpg,data/labels/scene11_camA/scene11_camA_f000390.txt
scene11_camA_f000405,scene11_camA.mp4,scene11,405,13.5,train,960,540,day,unknown,unknown,66.56,sharp,113.16,35.14,8.35,2,bus;person,data/frames/scene11_camA/scene11_camA_f000405.jpg,data/labels/scene11_camA/scene11_camA_f000405.txt
scene11_camA_f000420,scene11_camA.mp4,scene11,420,14.0,train,960,540,day,unknown,unknown,66.37,sharp,112.52,36.4,9.42,5,bus;person,data/frames/scene11_camA/scene11_camA_f000420.jpg,data/labels/scene11_camA/scene11_camA_f000420.txt
scene11_camA_f000435,scene11_camA.mp4,scene11,435,14.5,train,960,540,day,unknown,unknown,66.76,sharp,111.87,38.34,10.84,6,bus;person,data/frames/scene11_camA/scene11_camA_f000435.jpg,data/labels/scene11_camA/scene11_camA_f000435.txt
scene12_camA_f000000,scene12_camA.mp4,scene12,0,0.0,val,960,540,night,unknown,unknown,32.09,blurred,51.13,10.87,0.0,1,person,data/frames/scene12_camA/scene12_camA_f000000.jpg,data/labels/scene12_camA/scene12_camA_f000000.txt
scene12_camA_f000015,scene12_camA.mp4,scene12,15,0.5,val,960,540,night,unknown,unknown,32.32,blurred,51.33,11.18,1.42,1,person,data/frames/scene12_camA/scene12_camA_f000015.jpg,data/labels/scene12_camA/scene12_camA_f000015.txt
scene12_camA_f000030,scene12_camA.mp4,scene12,30,1.0,val,960,540,night,unknown,unknown,30.78,blurred,51.47,11.92,1.96,2,bus;person,data/frames/scene12_camA/scene12_camA_f000030.jpg,data/labels/scene12_camA/scene12_camA_f000030.txt
scene12_camA_f000045,scene12_camA.mp4,scene12,45,1.5,val,960,540,night,unknown,unknown,29.71,blurred,51.78,12.77,2.72,3,bus;person,data/frames/scene12_camA/scene12_camA_f000045.jpg,data/labels/scene12_camA/scene12_camA_f000045.txt
scene12_camA_f000060,scene12_camA.mp4,scene12,60,2.0,val,960,540,night,unknown,unknown,29.95,blurred,52.01,13.46,3.47,3,bus;person,data/frames/scene12_camA/scene12_camA_f000060.jpg,data/labels/scene12_camA/scene12_camA_f000060.txt
scene12_camA_f000075,scene12_camA.mp4,scene12,75,2.5,val,960,540,night,unknown,unknown,30.7,blurred,52.03,13.76,4.09,3,bus;person,data/frames/scene12_camA/scene12_camA_f000075.jpg,data/labels/scene12_camA/scene12_camA_f000075.txt
scene12_camA_f000090,scene12_camA.mp4,scene12,90,3.0,val,960,540,night,unknown,unknown,30.32,blurred,52.02,13.74,4.29,3,bus;person,data/frames/scene12_camA/scene12_camA_f000090.jpg,data/labels/scene12_camA/scene12_camA_f000090.txt
scene12_camA_f000105,scene12_camA.mp4,scene12,105,3.5,val,960,540,night,unknown,unknown,30.31,blurred,52.05,13.79,4.3,3,bus;person,data/frames/scene12_camA/scene12_camA_f000105.jpg,data/labels/scene12_camA/scene12_camA_f000105.txt
scene12_camA_f000120,scene12_camA.mp4,scene12,120,4.0,val,960,540,night,unknown,unknown,31.04,blurred,52.08,13.82,4.42,4,bus;person,data/frames/scene12_camA/scene12_camA_f000120.jpg,data/labels/scene12_camA/scene12_camA_f000120.txt
scene12_camA_f000135,scene12_camA.mp4,scene12,135,4.5,val,960,540,night,unknown,unknown,31.49,blurred,52.05,13.57,4.21,3,bus;person,data/frames/scene12_camA/scene12_camA_f000135.jpg,data/labels/scene12_camA/scene12_camA_f000135.txt
scene12_camA_f000150,scene12_camA.mp4,scene12,150,5.0,val,960,540,night,unknown,unknown,31.24,blurred,51.98,13.5,3.98,3,bus;person,data/frames/scene12_camA/scene12_camA_f000150.jpg,data/labels/scene12_camA/scene12_camA_f000150.txt
scene12_camA_f000165,scene12_camA.mp4,scene12,165,5.5,val,960,540,night,unknown,unknown,31.16,blurred,51.98,13.51,3.96,3,bus;person,data/frames/scene12_camA/scene12_camA_f000165.jpg,data/labels/scene12_camA/scene12_camA_f000165.txt
scene12_camA_f000180,scene12_camA.mp4,scene12,180,6.0,val,960,540,night,unknown,unknown,31.23,blurred,52.03,13.8,4.16,4,bus;person,data/frames/scene12_camA/scene12_camA_f000180.jpg,data/labels/scene12_camA/scene12_camA_f000180.txt
scene12_camA_f000195,scene12_camA.mp4,scene12,195,6.5,val,960,540,night,unknown,unknown,30.84,blurred,51.98,13.9,4.41,4,bus;person,data/frames/scene12_camA/scene12_camA_f000195.jpg,data/labels/scene12_camA/scene12_camA_f000195.txt
scene12_camA_f000210,scene12_camA.mp4,scene12,210,7.0,val,960,540,night,unknown,unknown,30.79,blurred,51.99,13.87,4.44,4,bus;person,data/frames/scene12_camA/scene12_camA_f000210.jpg,data/labels/scene12_camA/scene12_camA_f000210.txt
scene12_camA_f000225,scene12_camA.mp4,scene12,225,7.5,val,960,540,night,unknown,unknown,30.26,blurred,51.74,13.59,4.02,4,bus;person,data/frames/scene12_camA/scene12_camA_f000225.jpg,data/labels/scene12_camA/scene12_camA_f000225.txt
scene12_camA_f000240,scene12_camA.mp4,scene12,240,8.0,val,960,540,night,unknown,unknown,31.64,blurred,51.66,12.94,3.56,4,bus;person,data/frames/scene12_camA/scene12_camA_f000240.jpg,data/labels/scene12_camA/scene12_camA_f000240.txt
scene12_camA_f000255,scene12_camA.mp4,scene12,255,8.5,val,960,540,night,unknown,unknown,31.37,blurred,51.37,12.39,3.09,3,bus;person,data/frames/scene12_camA/scene12_camA_f000255.jpg,data/labels/scene12_camA/scene12_camA_f000255.txt
scene12_camA_f000270,scene12_camA.mp4,scene12,270,9.0,val,960,540,night,unknown,unknown,32.24,blurred,51.34,11.86,2.37,3,bus;person,data/frames/scene12_camA/scene12_camA_f000270.jpg,data/labels/scene12_camA/scene12_camA_f000270.txt
scene12_camA_f000285,scene12_camA.mp4,scene12,285,9.5,val,960,540,night,unknown,unknown,32.66,blurred,51.25,11.45,1.93,2,person,data/frames/scene12_camA/scene12_camA_f000285.jpg,data/labels/scene12_camA/scene12_camA_f000285.txt
scene12_camA_f000300,scene12_camA.mp4,scene12,300,10.0,val,960,540,night,unknown,unknown,31.87,blurred,51.21,11.15,1.62,2,person,data/frames/scene12_camA/scene12_camA_f000300.jpg,data/labels/scene12_camA/scene12_camA_f000300.txt
scene12_camA_f000315,scene12_camA.mp4,scene12,315,10.5,val,960,540,night,unknown,unknown,31.92,blurred,51.2,11.15,1.4,2,person,data/frames/scene12_camA/scene12_camA_f000315.jpg,data/labels/scene12_camA/scene12_camA_f000315.txt
scene12_camA_f000330,scene12_camA.mp4,scene12,330,11.0,val,960,540,night,unknown,unknown,31.91,blurred,51.22,11.17,1.39,2,person,data/frames/scene12_camA/scene12_camA_f000330.jpg,data/labels/scene12_camA/scene12_camA_f000330.txt
scene12_camA_f000345,scene12_camA.mp4,scene12,345,11.5,val,960,540,night,unknown,unknown,32.8,blurred,51.15,10.62,1.19,1,person,data/frames/scene12_camA/scene12_camA_f000345.jpg,data/labels/scene12_camA/scene12_camA_f000345.txt
scene12_camA_f000360,scene12_camA.mp4,scene12,360,12.0,val,960,540,night,unknown,unknown,32.74,blurred,51.16,10.62,0.89,1,person,data/frames/scene12_camA/scene12_camA_f000360.jpg,data/labels/scene12_camA/scene12_camA_f000360.txt
scene12_camA_f000375,scene12_camA.mp4,scene12,375,12.5,val,960,540,night,unknown,unknown,32.73,blurred,51.15,10.62,0.89,1,person,data/frames/scene12_camA/scene12_camA_f000375.jpg,data/labels/scene12_camA/scene12_camA_f000375.txt
scene12_camA_f000390,scene12_camA.mp4,scene12,390,13.0,val,960,540,night,unknown,unknown,32.78,blurred,51.15,10.62,0.86,1,person,data/frames/scene12_camA/scene12_camA_f000390.jpg,data/labels/scene12_camA/scene12_camA_f000390.txt
scene12_camA_f000405,scene12_camA.mp4,scene12,405,13.5,val,960,540,night,unknown,unknown,32.83,blurred,51.14,10.63,0.86,1,person,data/frames/scene12_camA/scene12_camA_f000405.jpg,data/labels/scene12_camA/scene12_camA_f000405.txt
scene12_camA_f000420,scene12_camA.mp4,scene12,420,14.0,val,960,540,night,unknown,unknown,31.54,blurred,51.69,12.56,2.28,2,bus;person,data/frames/scene12_camA/scene12_camA_f000420.jpg,data/labels/scene12_camA/scene12_camA_f000420.txt
scene12_camA_f000435,scene12_camA.mp4,scene12,435,14.5,val,960,540,night,unknown,unknown,31.54,blurred,51.65,12.57,2.87,2,bus;person,data/frames/scene12_camA/scene12_camA_f000435.jpg,data/labels/scene12_camA/scene12_camA_f000435.txt
scene13_camA_f000000,scene13_camA.mp4,scene13,0,0.0,test,960,540,night,unknown,unknown,144.23,sharp,15.31,4.94,0.0,2,person,data/frames/scene13_camA/scene13_camA_f000000.jpg,data/labels/scene13_camA/scene13_camA_f000000.txt
scene13_camA_f000015,scene13_camA.mp4,scene13,15,0.5,test,960,540,night,unknown,unknown,80.46,sharp,15.32,4.98,1.83,2,person,data/frames/scene13_camA/scene13_camA_f000015.jpg,data/labels/scene13_camA/scene13_camA_f000015.txt
scene13_camA_f000030,scene13_camA.mp4,scene13,30,1.0,test,960,540,night,unknown,unknown,80.42,sharp,15.47,5.16,1.78,3,bus;person,data/frames/scene13_camA/scene13_camA_f000030.jpg,data/labels/scene13_camA/scene13_camA_f000030.txt
scene13_camA_f000045,scene13_camA.mp4,scene13,45,1.5,test,960,540,night,unknown,unknown,79.0,sharp,15.43,5.4,1.96,3,bus;person,data/frames/scene13_camA/scene13_camA_f000045.jpg,data/labels/scene13_camA/scene13_camA_f000045.txt
scene13_camA_f000060,scene13_camA.mp4,scene13,60,2.0,test,960,540,night,unknown,unknown,123.99,sharp,15.6,5.6,2.24,3,bus;person,data/frames/scene13_camA/scene13_camA_f000060.jpg,data/labels/scene13_camA/scene13_camA_f000060.txt
scene13_camA_f000075,scene13_camA.mp4,scene13,75,2.5,test,960,540,night,unknown,unknown,79.31,sharp,15.71,5.64,2.29,3,bus;person,data/frames/scene13_camA/scene13_camA_f000075.jpg,data/labels/scene13_camA/scene13_camA_f000075.txt
scene13_camA_f000090,scene13_camA.mp4,scene13,90,3.0,test,960,540,night,unknown,unknown,77.44,sharp,15.77,5.78,2.32,4,bus;person,data/frames/scene13_camA/scene13_camA_f000090.jpg,data/labels/scene13_camA/scene13_camA_f000090.txt
scene13_camA_f000105,scene13_camA.mp4,scene13,105,3.5,test,960,540,night,unknown,unknown,79.15,sharp,15.67,5.75,2.41,3,bus;person,data/frames/scene13_camA/scene13_camA_f000105.jpg,data/labels/scene13_camA/scene13_camA_f000105.txt
scene13_camA_f000120,scene13_camA.mp4,scene13,120,4.0,test,960,540,night,unknown,unknown,130.28,sharp,15.79,5.63,2.42,3,bus;person,data/frames/scene13_camA/scene13_camA_f000120.jpg,data/labels/scene13_camA/scene13_camA_f000120.txt
scene13_camA_f000135,scene13_camA.mp4,scene13,135,4.5,test,960,540,night,unknown,unknown,84.26,sharp,15.67,5.35,2.28,1,bus,data/frames/scene13_camA/scene13_camA_f000135.jpg,data/labels/scene13_camA/scene13_camA_f000135.txt
scene13_camA_f000150,scene13_camA.mp4,scene13,150,5.0,test,960,540,night,unknown,unknown,81.75,sharp,15.63,5.21,1.92,2,bus;person,data/frames/scene13_camA/scene13_camA_f000150.jpg,data/labels/scene13_camA/scene13_camA_f000150.txt
scene13_camA_f000165,scene13_camA.mp4,scene13,165,5.5,test,960,540,night,unknown,unknown,80.08,sharp,15.54,5.39,1.88,3,bus;person,data/frames/scene13_camA/scene13_camA_f000165.jpg,data/labels/scene13_camA/scene13_camA_f000165.txt
scene13_camA_f000180,scene13_camA.mp4,scene13,180,6.0,test,960,540,night,unknown,unknown,128.54,sharp,15.51,5.6,2.2,3,bus;person,data/frames/scene13_camA/scene13_camA_f000180.jpg,data/labels/scene13_camA/scene13_camA_f000180.txt
scene13_camA_f000195,scene13_camA.mp4,scene13,195,6.5,test,960,540,night,unknown,unknown,77.76,sharp,15.35,5.66,2.36,3,bus;person,data/frames/scene13_camA/scene13_camA_f000195.jpg,data/labels/scene13_camA/scene13_camA_f000195.txt
scene13_camA_f000210,scene13_camA.mp4,scene13,210,7.0,test,960,540,night,unknown,unknown,75.43,sharp,15.41,5.61,2.28,3,bus;person,data/frames/scene13_camA/scene13_camA_f000210.jpg,data/labels/scene13_camA/scene13_camA_f000210.txt
scene13_camA_f000225,scene13_camA.mp4,scene13,225,7.5,test,960,540,night,unknown,unknown,73.98,sharp,15.37,5.54,2.18,3,bus;person,data/frames/scene13_camA/scene13_camA_f000225.jpg,data/labels/scene13_camA/scene13_camA_f000225.txt
scene13_camA_f000240,scene13_camA.mp4,scene13,240,8.0,test,960,540,night,unknown,unknown,128.89,sharp,15.54,5.6,2.3,3,bus;person,data/frames/scene13_camA/scene13_camA_f000240.jpg,data/labels/scene13_camA/scene13_camA_f000240.txt
scene13_camA_f000255,scene13_camA.mp4,scene13,255,8.5,test,960,540,night,unknown,unknown,75.82,sharp,15.49,5.58,2.29,3,bus;person,data/frames/scene13_camA/scene13_camA_f000255.jpg,data/labels/scene13_camA/scene13_camA_f000255.txt
scene13_camA_f000270,scene13_camA.mp4,scene13,270,9.0,test,960,540,night,unknown,unknown,84.13,sharp,15.6,5.49,2.15,2,bus;person,data/frames/scene13_camA/scene13_camA_f000270.jpg,data/labels/scene13_camA/scene13_camA_f000270.txt
scene13_camA_f000285,scene13_camA.mp4,scene13,285,9.5,test,960,540,night,unknown,unknown,84.53,sharp,15.62,5.37,2.07,1,bus,data/frames/scene13_camA/scene13_camA_f000285.jpg,data/labels/scene13_camA/scene13_camA_f000285.txt
scene13_camA_f000300,scene13_camA.mp4,scene13,300,10.0,test,960,540,night,unknown,unknown,136.18,sharp,15.67,5.38,2.13,1,bus,data/frames/scene13_camA/scene13_camA_f000300.jpg,data/labels/scene13_camA/scene13_camA_f000300.txt
scene13_camA_f000315,scene13_camA.mp4,scene13,315,10.5,test,960,540,night,unknown,unknown,80.64,sharp,15.56,5.18,2.01,1,bus,data/frames/scene13_camA/scene13_camA_f000315.jpg,data/labels/scene13_camA/scene13_camA_f000315.txt
scene13_camA_f000330,scene13_camA.mp4,scene13,330,11.0,test,960,540,night,unknown,unknown,77.09,sharp,15.67,5.01,1.66,1,bus,data/frames/scene13_camA/scene13_camA_f000330.jpg,data/labels/scene13_camA/scene13_camA_f000330.txt
scene13_camA_f000345,scene13_camA.mp4,scene13,345,11.5,test,960,540,night,unknown,unknown,83.81,sharp,15.58,4.87,1.48,2,bus;person,data/frames/scene13_camA/scene13_camA_f000345.jpg,data/labels/scene13_camA/scene13_camA_f000345.txt
scene13_camA_f000360,scene13_camA.mp4,scene13,360,12.0,test,960,540,night,unknown,unknown,153.22,sharp,15.58,4.81,1.6,1,person,data/frames/scene13_camA/scene13_camA_f000360.jpg,data/labels/scene13_camA/scene13_camA_f000360.txt
scene13_camA_f000375,scene13_camA.mp4,scene13,375,12.5,test,960,540,night,unknown,unknown,92.6,sharp,15.48,4.7,1.56,1,person,data/frames/scene13_camA/scene13_camA_f000375.jpg,data/labels/scene13_camA/scene13_camA_f000375.txt
scene13_camA_f000390,scene13_camA.mp4,scene13,390,13.0,test,960,540,night,unknown,unknown,86.45,sharp,15.41,4.69,1.48,2,person,data/frames/scene13_camA/scene13_camA_f000390.jpg,data/labels/scene13_camA/scene13_camA_f000390.txt
scene13_camA_f000405,scene13_camA.mp4,scene13,405,13.5,test,960,540,night,unknown,unknown,80.06,sharp,15.28,4.77,1.46,2,person,data/frames/scene13_camA/scene13_camA_f000405.jpg,data/labels/scene13_camA/scene13_camA_f000405.txt
scene13_camA_f000420,scene13_camA.mp4,scene13,420,14.0,test,960,540,night,unknown,unknown,140.74,sharp,15.28,5.02,1.66,2,person,data/frames/scene13_camA/scene13_camA_f000420.jpg,data/labels/scene13_camA/scene13_camA_f000420.txt
scene13_camA_f000435,scene13_camA.mp4,scene13,435,14.5,test,960,540,night,unknown,unknown,71.92,sharp,15.17,5.03,1.73,2,person,data/frames/scene13_camA/scene13_camA_f000435.jpg,data/labels/scene13_camA/scene13_camA_f000435.txt
scene14_camA_f000000,scene14_camA.mp4,scene14,0,0.0,train,960,540,day,unknown,unknown,49.31,sharp,111.36,27.1,0.0,1,person,data/frames/scene14_camA/scene14_camA_f000000.jpg,data/labels/scene14_camA/scene14_camA_f000000.txt
scene14_camA_f000015,scene14_camA.mp4,scene14,15,0.5,train,960,540,day,unknown,unknown,68.21,sharp,111.43,27.69,3.14,2,person,data/frames/scene14_camA/scene14_camA_f000015.jpg,data/labels/scene14_camA/scene14_camA_f000015.txt
scene14_camA_f000030,scene14_camA.mp4,scene14,30,1.0,train,960,540,day,unknown,unknown,73.66,sharp,111.66,28.66,2.07,3,person,data/frames/scene14_camA/scene14_camA_f000030.jpg,data/labels/scene14_camA/scene14_camA_f000030.txt
scene14_camA_f000045,scene14_camA.mp4,scene14,45,1.5,train,960,540,day,unknown,unknown,74.5,sharp,112.05,30.19,3.72,4,bus;person,data/frames/scene14_camA/scene14_camA_f000045.jpg,data/labels/scene14_camA/scene14_camA_f000045.txt
scene14_camA_f000060,scene14_camA.mp4,scene14,60,2.0,train,960,540,day,unknown,unknown,73.04,sharp,112.58,31.57,4.97,4,bus;person,data/frames/scene14_camA/scene14_camA_f000060.jpg,data/labels/scene14_camA/scene14_camA_f000060.txt
scene14_camA_f000075,scene14_camA.mp4,scene14,75,2.5,train,960,540,day,unknown,unknown,71.95,sharp,113.08,32.78,5.82,4,bus;person,data/frames/scene14_camA/scene14_camA_f000075.jpg,data/labels/scene14_camA/scene14_camA_f000075.txt
scene14_camA_f000090,scene14_camA.mp4,scene14,90,3.0,train,960,540,day,unknown,unknown,71.86,sharp,113.49,34.01,6.87,5,bus;person,data/frames/scene14_camA/scene14_camA_f000090.jpg,data/labels/scene14_camA/scene14_camA_f000090.txt
scene14_camA_f000105,scene14_camA.mp4,scene14,105,3.5,train,960,540,day,unknown,unknown,72.09,sharp,113.48,34.69,8.01,5,bus;person,data/frames/scene14_camA/scene14_camA_f000105.jpg,data/labels/scene14_camA/scene14_camA_f000105.txt
scene14_camA_f000120,scene14_camA.mp4,scene14,120,4.0,train,960,540,day,unknown,unknown,74.14,sharp,113.44,34.56,8.54,5,bus;person,data/frames/scene14_camA/scene14_camA_f000120.jpg,data/labels/scene14_camA/scene14_camA_f000120.txt
scene14_camA_f000135,scene14_camA.mp4,scene14,135,4.5,train,960,540,day,unknown,unknown,74.56,sharp,113.34,34.57,8.63,5,bus;person,data/frames/scene14_camA/scene14_camA_f000135.jpg,data/labels/scene14_camA/scene14_camA_f000135.txt
scene14_camA_f000150,scene14_camA.mp4,scene14,150,5.0,train,960,540,day,unknown,unknown,72.16,sharp,113.29,34.1,8.39,4,bus;person,data/frames/scene14_camA/scene14_camA_f000150.jpg,data/labels/scene14_camA/scene14_camA_f000150.txt
scene14_camA_f000165,scene14_camA.mp4,scene14,165,5.5,train,960,540,day,unknown,unknown,68.85,sharp,112.84,33.08,7.1,4,bus;person,data/frames/scene14_camA/scene14_camA_f000165.jpg,data/labels/scene14_camA/scene14_camA_f000165.txt
scene14_camA_f000180,scene14_camA.mp4,scene14,180,6.0,train,960,540,day,unknown,unknown,74.49,sharp,112.8,31.77,5.92,4,bus;person,data/frames/scene14_camA/scene14_camA_f000180.jpg,data/labels/scene14_camA/scene14_camA_f000180.txt
scene14_camA_f000195,scene14_camA.mp4,scene14,195,6.5,train,960,540,day,unknown,unknown,78.07,sharp,113.0,31.35,5.49,4,bus;person,data/frames/scene14_camA/scene14_camA_f000195.jpg,data/labels/scene14_camA/scene14_camA_f000195.txt
